strain	branch_length	cTiter	cTiterSub	cTiterSub_x	clade_membership	clock_length	country	country_entropy	dTiter	dTiterSub	date	delta_frequency	dms_star	ep	ep_x	lbi	mutation_length	ne	ne_star	numdate	raw_date	rb	region	region_entropy	is_terminal	timepoint	lineage	segment	frequency	naive
A/Moscow/118/2008	0.003338902538939023	3.911509337501653	3.575501758166435	-13.628449939970462	41bb3e2	0.003338902538939023	russia	-1.000088900581841e-12	0	0.0	2008-05-27	1.9388832395535927	-0.3137801827503056	3.3558454136339435	-7.4064803965144685	-0.6809474213104645	0.0023385849078022365	10	-0.3416353281005056	2008.4024640657087	2008-05-26	6	west_asia	-9.99866855976916e-13	True	2008-10-01	h3n2	ha	2.6e-05	0.0
A/Netherlands/377/2008	0.0021212917214790683	3.911509337501653	3.5755030261478606	-13.577288966087034	41bb3e2	0.0021212917214790683	netherlands	-1.000088900581841e-12	0	0.0	2008-09-27	1.9388832395535927	0.39562568632269474	4.091776425395773	-6.580140708374443	-0.2167462002752132	0.002338672820991191	10	-0.3416353281005056	2008.7419575633128	2008-09-27	6	europe	-9.99866855976916e-13	True	2008-10-01	h3n2	ha	0.153196	0.0
A/NewYork/33/2008	0.00252489733935711	3.911509337501653	3.575501758166435	-13.628449939970462	41bb3e2	0.00252489733935711	usa	-9.99866855976916e-13	0	0.0	2008-09-20	1.9388832395535927	0.19921992918264925	3.3558454136339435	-7.4199382112239105	0.48870353369598074	0.0017530489306949526	9	-1.2906223506019099	2008.7227926078028	2008-09-20	6	north_america	-9.99866855976916e-13	True	2008-10-01	h3n2	ha	0.14591700000000002	0.0
A/SriLanka/22/2008	0.0019494645447087136	3.911509337501653	3.575501758166435	-13.628449939970462	41bb3e2	0.0019494645447087136	sri_lanka	-1.000088900581841e-12	0	0.0	2008-06-04	1.9388832395535927	0.5568542929301948	2.619914401872114	-8.482089017002085	0.42909169025094146	0.0011681765454044128	9	-1.2906223506019099	2008.4243668720053	2008-06-03	6	south_asia	-1.000088900581841e-12	True	2008-10-01	h3n2	ha	7.4e-05	0.0
A/Taiwan/414/2008	0.004755306162227635	3.911509337501653	3.575501758166435	-13.628449939970462	91769ce	0.004755306162227635	taiwan	-1.000088900581841e-12	0	0.0	2008-06-07	-2.9896667865281326	0.2666428010366947	3.3558454136339435	-7.404126850389434	-1.7297303617019069	0.002338971307570383	10	-1.2906223506019099	2008.432580424367	2008-06-06	6	china	-1.000088900581841e-12	True	2008-10-01	h3n2	ha	0.000108	0.0
A/Thailand/508/2008	0.0041614759988782895	3.911509337501653	3.575501758166435	-11.671347678443889	41bb3e2	0.0041614759988782895	thailand	-1.000088900581841e-12	0	0.0	2008-05-23	1.9388832395535927	0.6447971692615585	3.3558454136339435	-7.408223363632497	-0.9955995459490442	0.003510654729153341	9	0.6073516944008986	2008.3915126625602	2008-05-22	6	southeast_asia	-1.000088900581841e-12	True	2008-10-01	h3n2	ha	1.5e-05	0.0
A/Thailand/561/2008	0.003158281671101153	3.911509337501653	3.575501758166435	-13.628449939970462	91769ce	0.003158281671101153	thailand	-1.000088900581841e-12	0	0.0	2008-06-19	-2.9896667865281326	-0.7359059891408511	2.619914401872114	-8.29826549848617	-1.7546274094226095	0.003511290667408093	10	-0.3416353281005056	2008.4681724846	2008-06-19	6	southeast_asia	-1.000088900581841e-12	True	2008-10-01	h3n2	ha	0.000503	0.0
A/Aragon/RR-3438/2008	0.004326527062538639	4.012775936432863	3.0190487352213697	-13.590384707972431	41bb3e2	0.004326527062538639	spain	-1.000088900581841e-12	0	0.0	2008-12-29	-0.38556793126130423	0.3018199515692402	2.619914401872114	-9.718531488193156	-1.1172112920668886	0.002923412580937242	10	-0.3416353281005056	2008.996577686516	2008-12-29	6	europe	-9.99866855976916e-13	True	2009-04-01	h3n2	ha	0.001314	0.0
A/BeijingXicheng/1108/2009	0.004785978384892932	4.012775891725173	3.0190487893941036	-13.865092563141786	41bb3e2	0.004785978384892932	china	-1.000088900581841e-12	0	0.0	2009-02-10	-0.38556793126130423	0.3340656728907402	4.091776425395773	-6.844635840345426	-1.8223228029888137	0.004683585891430659	11	0.6073516944008986	2009.1122518822726	2009-02-10	6	china	-1.000088900581841e-12	True	2009-04-01	h3n2	ha	0.034255	0.0
A/DaNang/DN453/2008	0.0014855144117129418	4.012775936432863	3.0190487352213697	-13.590384707972431	41bb3e2	0.0014855144117129418	vietnam	-1.000088900581841e-12	0	0.0	2008-11-26	-0.38556793126130423	-1.5625690266556698	2.619914401872114	-9.718531488193156	-0.6647786353960035	0.0017523857726943544	10	-0.3416353281005056	2008.9062286105407	2008-11-26	6	southeast_asia	-1.000088900581841e-12	True	2009-04-01	h3n2	ha	2.7e-05	0.0
A/Guam/WRAIR1557P/2009	0.002297289988538189	4.012775936432863	3.0190487352213697	-13.590384707972431	41bb3e2	0.002297289988538189	guam	-1.000088900581841e-12	0	0.0	2009-02-01	-0.38556793126130423	1.36006589675665	2.619914401872114	-9.718531488193156	-0.7117980887998118	0.002337489617467118	10	-0.3416353281005056	2009.0876112251885	2009-02-01	6	oceania	-9.99866855976916e-13	True	2009-04-01	h3n2	ha	0.020104	0.0
A/Hawaii/47/2008	0.0020475944125393775	4.012775936432863	3.0190487352213697	-13.590384707972431	41bb3e2	0.0020475944125393775	usa	-1.000088900581841e-12	0	0.0	2008-11-11	-0.38556793126130423	-1.5215290177010332	4.091776425395773	-7.4625072172794	-0.5427979886036489	0.003506510573320553	10	0.6073516944008986	2008.8624229979464	2008-11-10	6	north_america	-1.000088900581841e-12	True	2009-04-01	h3n2	ha	3e-06	0.0
A/HongKong/1952/2009	0.0021694641726447625	4.012775891725173	3.0190487352213697	-13.590384707972431	41bb3e2	0.0021694641726447625	hong_kong	-1.000088900581841e-12	0	0.0	2009-03-23	-0.38556793126130423	2.822849073068332	5.563638448919432	-4.881929822126174	-0.29686756211368137	0.000584059781264549	9	-1.2906223506019099	2009.227241615332	2009-03-24	7	china	-1.000088900581841e-12	True	2009-04-01	h3n2	ha	0.129512	0.0
A/HongKong/H090-755-V2/2009	0.0012865072937948765	4.012775891725173	3.0190487352213697	-13.590384707972431	41bb3e2	0.0012865072937948765	hong_kong	-1.000088900581841e-12	0	0.0	2009-01-07	-0.38556793126130423	2.822849073068332	5.563638448919432	-4.881929822126174	-0.3271866184160889	0.001751691529862105	9	-1.2906223506019099	2009.021902806297	2009-01-08	7	china	-1.000088900581841e-12	True	2009-04-01	h3n2	ha	0.003165	0.0
A/Japan/WRAIR1037P/2009	0.003102150554259754	4.012775936432863	3.0190487352213697	-13.590384707972431	41bb3e2	0.003102150554259754	japan	-1.000088900581841e-12	0	0.0	2009-01-08	-0.38556793126130423	-0.11444299639921456	3.3558454136339435	-8.542357052049951	-0.9203755001183699	0.003511592647616595	11	0.6073516944008986	2009.024640657084	2009-01-09	6	japan_korea	-1.000088900581841e-12	True	2009-04-01	h3n2	ha	0.003461	0.0
A/Japan/WRAIR1140P/2009	0.0023475364077046174	4.012775891725173	3.0190487352213697	-13.590384707972431	41bb3e2	0.0023475364077046174	japan	-1.000088900581841e-12	0	0.0	2009-02-09	-0.38556793126130423	0.26371137182564924	3.3558454136339435	-8.638350420905416	-1.8425671439944649	0.002338147653000419	9	-1.2906223506019099	2009.1095140314853	2009-02-09	7	japan_korea	-1.000088900581841e-12	True	2009-04-01	h3n2	ha	0.032426	0.0
A/Kaliningrad/23/2009	0.0004235773032164464	4.012775891725173	3.0190487352213697	-13.590384707972431	41bb3e2	0.0004235773032164464	russia	-9.99866855976916e-13	0	0.0	2009-03-01	-0.38556793126130423	0.5568542929301948	2.619914401872114	-9.718531488193156	-0.03588826226240078	1.8844678979595024e-17	9	-1.2906223506019099	2009.1670088980152	2009-03-02	6	west_asia	-1.000088900581841e-12	True	2009-04-01	h3n2	ha	0.081843	0.0
A/Kenya/1270/2009	0.00287912060266389	4.012775936432863	3.0190487352213697	-13.590384707972431	41bb3e2	0.00287912060266389	kenya	-1.000088900581841e-12	0	0.0	2009-04-01	-0.38556793126130423	0.7004943242714221	2.619914401872114	-9.718531488193156	-0.22547356606115224	0.0029227693500085412	12	1.5563387169023029	2009.2491444216287	2009-04-01	6	africa	-1.000088900581841e-12	True	2009-04-01	h3n2	ha	0.13443	0.0
A/KhanhHoa/KH475/2008	0.0016382277150281187	4.012775891725173	3.0190487352213697	-13.590384707972431	41bb3e2	0.0016382277150281187	vietnam	-1.000088900581841e-12	0	0.0	2008-12-11	-0.38556793126130423	-0.22876873562998737	2.619914401872114	-9.718531488193156	-1.7822182908604707	0.0017523421457812144	11	0.6073516944008986	2008.9445585215606	2008-12-10	6	southeast_asia	-9.99866855976916e-13	True	2009-04-01	h3n2	ha	0.000162	0.0
A/Kiev/67/2009	0.0026394239594249858	4.012775936432863	3.0190487352213697	-13.590384707972431	41bb3e2	0.0026394239594249858	ukraine	-1.000088900581841e-12	0	0.0	2009-03-11	-0.38556793126130423	-0.5893345285885784	3.3558454136339435	-8.543948911378477	-0.2147776325694002	0.002337964260726333	9	-1.2906223506019099	2009.1943874058866	2009-03-12	6	europe	-1.000088900581841e-12	True	2009-04-01	h3n2	ha	0.107581	0.0
A/Korea/7719/2008	0.005006588033170549	3.8435598708893295	3.0190487352213697	-14.288570059547444	4cd02c7	0.005006588033170549	south_korea	-1.000088900581841e-12	0	0.0	2008-12-08	-1.1596877922875446	0.15231706180592197	4.091776425395773	-6.724092842308383	-1.9396340373316392	0.005272770035978302	11	-0.3416353281005056	2008.9390828199869	2008-12-08	7	japan_korea	-1.000088900581841e-12	True	2009-04-01	h3n2	ha	0.000127	0.0
A/Kuwait/WRAIR1143P/2009	0.0012713913972656823	4.012775891725173	3.0190487352213697	-13.590384707972431	41bb3e2	0.0012713913972656823	kuwait	-1.000088900581841e-12	0	0.0	2009-01-01	-0.38556793126130423	-0.3577516209159874	3.3558454136339435	-8.638350420905416	-1.6604676504488336	0.0005857029651984369	10	-0.3416353281005056	2009.002737850787	2009-01-XX	7	west_asia	-1.000088900581841e-12	True	2009-04-01	h3n2	ha	0.006281	0.0
A/Kyrgyzstan/WRAIR1255P/2008	0.000915265456130118	4.012775891725173	3.0190487352213697	-13.590384707972431	41bb3e2	0.000915265456130118	kyrgyzstan	-1.000088900581841e-12	0	0.0	2008-12-02	-0.38556793126130423	-1.7619062130067606	4.091776425395773	-7.536952877282328	-1.5998467481967031	0.0011682677016193925	9	-1.2906223506019099	2008.9199178644767	2008-12-01	7	west_asia	-1.000088900581841e-12	True	2009-04-01	h3n2	ha	5.2e-05	0.0
A/LiaoningTiedong/14/2008	0.008103820675000914	3.8435598708893295	3.0190487352213697	-14.288570059547444	91769ce	0.008103820675000914	china	-1.000088900581841e-12	0	0.0	2008-12-04	-1.8146993447967905	-6.51668439332249	3.3558454136339435	-8.270715484527033	-1.9383642874676899	0.0052714393232223536	12	1.5563387169023029	2008.9281314168368	2008-12-04	6	china	-1.000088900581841e-12	True	2009-04-01	h3n2	ha	7.7e-05	0.0
A/Madagascar/453/2009	0.002302255441814387	4.012775936432863	3.0190487352213697	-13.590384707972431	41bb3e2	0.002302255441814387	madagascar	-1.000088900581841e-12	0	0.0	2009-02-10	-0.38556793126130423	0.5568542929301948	2.619914401872114	-9.718531488193156	-0.7255964438977827	0.0011671087350110796	9	-1.2906223506019099	2009.1149897330595	2009-02-11	6	africa	-1.000088900581841e-12	True	2009-04-01	h3n2	ha	0.036149	0.0
A/Malaysia/32/2009	0.004499999064626399	3.8435599882887073	3.0190487352213697	-14.288570059547444	050242e	0.004499999064626399	malaysia	-1.000088900581841e-12	0	0.0	2009-01-06	-1.0964433079427887	-2.184032019397306	2.619914401872114	-9.87063740133915	-1.9562802280147331	0.002336752296825569	12	0.6073516944008986	2009.0164271047229	2009-01-06	6	southeast_asia	-9.99866855976916e-13	True	2009-04-01	h3n2	ha	0.002638	0.0
A/Montana/2/2008	0.0016365431253142356	4.012775891725173	3.0190487352213697	-13.590384707972431	41bb3e2	0.0016365431253142356	usa	-1.000088900581841e-12	0	0.0	2008-12-10	-0.38556793126130423	-0.9938717597128512	3.3558454136339435	-8.550861579543886	-0.5654941130774417	0.0011676693521448336	9	-1.2906223506019099	2008.9418206707733	2008-12-09	6	north_america	-1.000088900581841e-12	True	2009-04-01	h3n2	ha	0.000143	0.0
A/NewMexico/3/2009	0.003216353065246993	4.012775891725173	3.0190487352213697	-13.590384707972431	41bb3e2	0.003216353065246993	usa	-1.000088900581841e-12	0	0.0	2009-01-26	-0.38556793126130423	0.5568542929301948	2.619914401872114	-9.718531488193156	-1.272588674543901	0.002922929856834811	9	-1.2906223506019099	2009.0739219712525	2009-01-27	6	north_america	-1.000088900581841e-12	True	2009-04-01	h3n2	ha	0.014398	0.0
A/Novosibirsk/319/2009	8.216731006188001e-05	4.012775891725173	3.0190487352213697	-13.590384707972431	41bb3e2	8.216731006188001e-05	russia	-9.99866855976916e-13	0	0.0	2009-02-01	-0.38556793126130423	0.5568542929301948	2.619914401872114	-9.718531488193156	0.24659480570850698	1.8844678979595024e-17	9	-1.2906223506019099	2009.0876112251885	2009-02-XX	6	west_asia	-1.000088900581841e-12	True	2009-04-01	h3n2	ha	0.043271	0.0
A/Paris/1069/2009	0.0018741946644220762	4.012775936432863	3.0190487352213697	-13.590384707972431	41bb3e2	0.0018741946644220762	france	-1.000088900581841e-12	0	0.0	2009-01-06	-0.38556793126130423	-0.14668871772071454	3.3558454136339435	-8.578471131661004	-0.5003324483368854	0.0017536466264069393	10	-0.3416353281005056	2009.0164271047229	2009-01-06	6	europe	-1.000088900581841e-12	True	2009-04-01	h3n2	ha	0.002638	0.0
A/Quebec/RV0899/2009	0.0017350514929135796	4.012775891725173	3.0190487352213697	-13.590384707972431	41bb3e2	0.0017350514929135796	canada	-1.000088900581841e-12	0	0.0	2009-02-10	-0.38556793126130423	0.5568542929301948	2.619914401872114	-9.718531488193156	-0.6700397060385972	0.0011676995534331794	9	-1.2906223506019099	2009.1149897330595	2009-02-11	6	north_america	-1.000088900581841e-12	True	2009-04-01	h3n2	ha	0.036149	0.0
A/Stockholm/26/2008	0.000982317697069357	4.924500760581303	3.0190487893941036	-13.463986823151801	41bb3e2	0.000982317697069357	sweden	-1.000088900581841e-12	0	4.3753216810081027e-08	2008-11-12	-0.38556793126130423	-0.12616871324339637	3.3558454136339435	-8.652613403088164	-0.7744255439455542	0.0005838710713577707	9	-1.2906223506019099	2008.8678986995208	2008-11-12	6	europe	-1.000088900581841e-12	True	2009-04-01	h3n2	ha	4e-06	0.0
A/SuratThani/70/2009	0.003475353749709753	4.012775891725173	3.019048838407216	-13.590384707972431	41bb3e2	0.003475353749709753	thailand	-1.000088900581841e-12	0	8.333920715671447e-08	2009-02-17	-0.38556793126130423	1.4568030607211497	2.619914401872114	-9.718531488193156	-1.354800752941929	0.0035090287174764393	10	-0.3416353281005056	2009.1341546885694	2009-02-18	6	southeast_asia	-1.000088900581841e-12	True	2009-04-01	h3n2	ha	0.051115	0.0
A/Sydney/3/2009	0.0016561176288784206	4.012775936432863	3.0190487352213697	-13.590384707972431	41bb3e2	0.0016561176288784206	australia	-1.000088900581841e-12	0	0.0	2009-01-19	-0.38556793126130423	-0.703660267819351	3.3558454136339435	-8.554709673867979	-1.0071503156885098	0.0017522741535359126	10	-0.3416353281005056	2009.0547570157426	2009-01-20	6	oceania	-1.000088900581841e-12	True	2009-04-01	h3n2	ha	0.008622	0.0
A/Taiwan/612/2008	0.002871319534995461	4.012775891725173	3.0779620653634137	-13.590384707972431	41bb3e2	0.002871319534995461	taiwan	-1.000088900581841e-12	0	0.0	2008-11-08	-0.38556793126130423	-0.7652202812513056	3.3558454136339435	-8.542357052049951	-1.7059520058413604	0.004682390978328396	11	0.6073516944008986	2008.8569472963725	2008-11-08	6	china	-1.000088900581841e-12	True	2009-04-01	h3n2	ha	2e-06	0.0
A/Thailand/KS08239/2009	0.0026857910152323287	4.012775936432863	3.0190487352213697	-13.590384707972431	41bb3e2	0.0026857910152323287	thailand	-1.000088900581841e-12	0	0.0	2009-03-06	-0.38556793126130423	-0.3225744703834419	2.619914401872114	-9.718531488193156	-0.1774655009501941	0.001167222000156552	9	-0.3416353281005056	2009.177960301164	2009-03-06	6	southeast_asia	-9.99866855976916e-13	True	2009-04-01	h3n2	ha	0.092494	0.0
A/Umea/2/2009	0.00237892304630552	4.012775891725173	3.0190487352213697	-13.590384707972431	41bb3e2	0.00237892304630552	sweden	-1.000088900581841e-12	0	0.0	2009-02-02	-0.38556793126130423	-0.3225744703834419	2.619914401872114	-9.718531488193156	-1.2998288878760162	0.001167391021763419	9	-0.3416353281005056	2009.0930869267625	2009-02-03	6	europe	-1.000088900581841e-12	True	2009-04-01	h3n2	ha	0.022804	0.0
A/Victoria/542/2008	0.0013353099628970464	4.012775936432863	3.0190487352213697	-13.590384707972431	41bb3e2	0.0013353099628970464	australia	-1.000088900581841e-12	0	0.0	2008-12-24	-0.38556793126130423	0.5568542929301948	2.619914401872114	-9.718531488193156	-0.8478678846630308	0.001752268577384804	9	-1.2906223506019099	2008.9801505817927	2008-12-23	6	oceania	-1.000088900581841e-12	True	2009-04-01	h3n2	ha	0.0007070000000000001	0.0
A/Washington/6/2009	0.0013975568820852394	4.012775891725173	3.0190487352213697	-13.590384707972431	41bb3e2	0.0013975568820852394	usa	-1.000088900581841e-12	0	0.0	2009-03-30	-0.38556793126130423	-0.1994544435195328	2.619914401872114	-9.451704864691079	-0.17227671935024635	0.0011677858177135785	9	-1.2906223506019099	2009.2436687200545	2009-03-30	6	north_america	-1.000088900581841e-12	True	2009-04-01	h3n2	ha	0.134049	0.0
A/Bangladesh/2363/2009	0.0010194914852949056	5.713541989150039	5.855643046109714	-8.297785677016783	956f201	0.0010194914852949056	bangladesh	-1.000088900581841e-12	0	0.0	2009-05-06	1.3746193480580358	0.5275400008197403	4.091776425395773	-7.668784343835705	0.911214111762186	0.0005839946803773775	10	-0.3416353281005056	2009.3449691991784	2009-05-06	7	south_asia	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	1e-06	0.0
A/Bhutan/154/2009	0.0010008139690981382	7.099280104712363	5.855644151272167	-6.02948626184602	c0ab28c	0.0010008139690981382	bhutan	-1.000088900581841e-12	0	0.0	2009-06-16	-1.9892948314185843	0.5568542929301948	4.827707437157603	-6.706136097525136	0.12903682196847857	0.0005839528920701055	9	-1.2906223506019099	2009.459958932238	2009-06-17	7	south_asia	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	0.000295	0.0
A/Brazil/1814/2009	0.005273634172868018	5.468209709800654	2.67209809007746	-15.301640333884334	41bb3e2	0.005273634172868018	brazil	-1.000088900581841e-12	0	0.0	2009-05-10	-5.499564056205427	-1.8439862309160333	3.3558454136339435	-9.758494129481273	-1.569516105484836	0.004686420046532132	12	1.5563387169023029	2009.3586584531147	2009-05-11	6	south_america	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	2e-06	0.0
A/California/VRDL330/2009	0.0018857215507535048	7.0358860731836375	5.855644219280757	-6.02948626184602	e62a2e8	0.0018857215507535048	usa	-1.000088900581841e-12	0	0.0	2009-05-09	1.6663597753984867	-0.3225744703834419	6.299569460681262	-4.89803415914931	-0.10894457720539356	0.0017535045923477508	10	-0.3416353281005056	2009.3531827515399	2009-05-09	7	north_america	-9.99866855976916e-13	True	2009-10-01	h3n2	ha	1e-06	0.0
A/Colombia/7158/2009	0.0036921939948578657	5.468209709800654	2.67209809007746	-15.301640333884334	41bb3e2	0.0036921939948578657	colombia	-1.000088900581841e-12	0	0.0	2009-07-26	-5.499564056205427	0.5568542929301948	3.3558454136339435	-9.888013429676183	-1.8217630645238472	0.002339456504091997	9	-1.2906223506019099	2009.5667351129364	2009-07-26	6	south_america	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	0.011262	0.0
A/CoteDIvoire/687/2009	0.0016461198235336733	5.468209709800654	2.67209809007746	-15.301640333884334	41bb3e2	0.0016461198235336733	cote_d_ivoire	-1.000088900581841e-12	0	0.0	2009-06-08	-5.499564056205427	0.6858371782161949	2.619914401872114	-11.007324122405057	-1.2066498618076853	0.0017539090015669153	10	-0.3416353281005056	2009.4380561259409	2009-06-09	6	africa	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	0.000114	0.0
A/Djibouti/N04765/2009	0.00010183523887763446	5.713541989150039	5.855643046109714	-8.297785677016783	956f201	0.00010183523887763446	djibouti	-1.000088900581841e-12	0	0.0	2009-05-23	1.3746193480580358	0.905694369044604	4.091776425395773	-7.668784343835705	1.4719776346652895	1.8490838543351624e-17	9	-1.2906223506019099	2009.3915126625602	2009-05-XX	7	africa	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	4e-06	0.0
A/Egypt/N11008/2009	0.0018978881237817558	5.713541989150039	5.855643046109714	-8.297785677016783	956f201	0.0018978881237817558	egypt	-9.99866855976916e-13	0	0.0	2009-09-01	1.3746193480580358	0.905694369044604	4.091776425395773	-7.668784343835705	0.5366416521270854	0.0017552260425169085	9	-1.2906223506019099	2009.6680355920605	2009-09-XX	7	africa	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	0.111368	0.0
A/Guam/1/2009	0.002794703705026845	6.94184134828125	6.554303887996972	-6.040303628886327	e62a2e8	0.002794703705026845	guam	-1.000088900581841e-12	0	0.5642803270365266	2009-05-14	1.6663597753984867	-3.7347580720403526	6.299569460681262	-4.8360305184748364	-0.16996637451952662	0.0029361855800938306	13	2.5053257394037067	2009.3696098562627	2009-05-15	7	oceania	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	4e-06	0.0
A/Honduras/2426/2009	0.006035725248317497	5.468209795498823	2.67209809007746	-15.301640333884334	41bb3e2	0.006035725248317497	honduras	-1.000088900581841e-12	0	0.0	2009-07-12	-5.499564056205427	-0.7857402857286239	2.619914401872114	-11.007324122405057	-1.747093544788154	0.005273416913940602	10	-0.3416353281005056	2009.5311430527038	2009-07-13	6	north_america	-9.99866855976916e-13	True	2009-10-01	h3n2	ha	0.004015	0.0
A/HongKong/26560/2009	0.0016878094550272713	6.9418450800449145	5.855644219280757	-6.02948626184602	e62a2e8	0.0016878094550272713	hong_kong	-9.99866855976916e-13	0	0.0	2009-09-17	1.6663597753984867	-0.21704301878580554	6.299569460681262	-4.85335193964724	0.6657411389823783	0.001754612055597302	11	0.6073516944008986	2009.7145790554414	2009-09-18	7	china	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	0.115718	0.0
A/HongKong/H090-662-V10/2009	0.00033412295162120464	7.099280104712363	5.855644151272167	-5.002599874695312	c0ab28c	0.00033412295162120464	hong_kong	-1.000088900581841e-12	0	0.0	2009-06-30	-1.9892948314185843	-1.3309861189830787	5.563638448919432	-5.776643474548656	-0.6835663613557209	1.8451276931173205e-17	10	-0.3416353281005056	2009.495550992471	2009-06-30	7	china	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	0.001193	0.0
A/HongKong/H090-729-V1/2009	0.0019167626250750774	6.941844174959457	5.855644219280757	-6.02948626184602	e62a2e8	0.0019167626250750774	hong_kong	-1.000088900581841e-12	0	0.0	2009-07-20	1.6663597753984867	0.5568542929301948	5.563638448919432	-5.737627826046983	0.18992938097538875	0.0017523082336627278	9	-1.2906223506019099	2009.5530458590008	2009-07-21	7	china	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	0.00774	0.0
A/HongKong/H090-763-V23/2009	0.0011115425456468958	7.0358860731836375	5.855644219280757	-6.02948626184602	e62a2e8	0.0011115425456468958	hong_kong	-1.000088900581841e-12	0	0.0	2009-08-03	1.6663597753984867	0.5568542929301948	5.563638448919432	-5.737627826046983	-0.818024866928127	0.0005839528148237923	9	-1.2906223506019099	2009.5886379192334	2009-08-03	7	china	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	0.019401	0.0
A/India/2710/2009	0.002042273220076614	5.713541989150039	5.855643046109714	-8.297785677016783	956f201	0.002042273220076614	india	-1.000088900581841e-12	0	0.0	2009-09-19	1.3746193480580358	0.905694369044604	4.091776425395773	-7.668784343835705	0.4292022498781459	0.0017554154679073474	9	-1.2906223506019099	2009.7173169062287	2009-09-19	7	south_asia	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	0.117283	0.0
A/India/483/2009	0.0008019018136796938	5.713541989150039	5.855643046109714	-8.297785677016783	956f201	0.0008019018136796938	india	-1.000088900581841e-12	0	0.0	2009-07-05	1.3746193480580358	0.905694369044604	4.091776425395773	-7.668784343835705	0.7292611622126606	0.000584008106058801	9	-1.2906223506019099	2009.5119780971936	2009-07-06	7	south_asia	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	0.002137	0.0
A/Johannesburg/1250/2009	0.001843584572221786	5.713541989150039	5.855643046109714	-8.297785677016783	956f201	0.001843584572221786	south_africa	-1.000088900581841e-12	0	0.0	2009-07-15	1.3746193480580358	0.08489418995187642	4.091776425395773	-7.668784343835705	-0.01472667078855279	0.002339748096320164	12	1.5563387169023029	2009.536618754278	2009-07-15	7	africa	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	0.004762	0.0
A/Kenya/1716/2009	0.0015972043583003526	5.713541989150039	5.855643046109714	-8.297785677016783	956f201	0.0015972043583003526	kenya	-1.000088900581841e-12	0	0.0	2009-08-13	1.3746193480580358	0.7884372006027859	4.827707437157603	-6.63391377813411	0.2171237380966055	0.001168580578441018	10	-0.3416353281005056	2009.6160164271048	2009-08-13	7	africa	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	0.034744	0.0
A/Kiribati/6/2009	0.001929220287830609	7.099280104712363	5.855644151272167	-6.02948626184602	c0ab28c	0.001929220287830609	kiribati	-9.99866855976916e-13	0	0.0	2009-07-15	-1.9892948314185843	-0.48673450620198744	6.299569460681262	-4.83588582263821	-0.32081096183034696	0.0017532203291489427	9	-1.2906223506019099	2009.536618754278	2009-07-15	7	oceania	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	0.004762	0.0
A/Mexico/5206/2009	0.0022608116488569835	7.0358860731836375	5.855644219280757	-6.02948626184602	e62a2e8	0.0022608116488569835	mexico	-1.000088900581841e-12	0	0.0	2009-08-07	1.6663597753984867	0.14059134496174014	6.299569460681262	-4.839949645765871	-0.8435664135517076	0.002339082555303027	9	-1.2906223506019099	2009.599589322382	2009-08-07	7	north_america	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	0.024813	0.0
A/Morobe/10/2009	0.0018392698954878273	7.099280104712363	5.855644151272167	-6.02948626184602	c0ab28c	0.0018392698954878273	papua_new_guinea	-1.000088900581841e-12	0	0.0	2009-08-26	-1.9892948314185843	0.5568542929301948	4.827707437157603	-6.706136097525136	0.082871252320295	0.001168249036940636	9	-1.2906223506019099	2009.6543463381245	2009-08-27	7	oceania	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	0.065514	0.0
A/Nepal/398/2009	0.001615587486179251	7.099280104712363	5.855644151272167	-6.02948626184602	c0ab28c	0.001615587486179251	nepal	-1.000088900581841e-12	0	0.0	2009-08-07	-1.9892948314185843	-0.2522201693183509	6.299569460681262	-4.8900203059752165	-0.2919937113339143	0.0017535448356851115	9	-1.2906223506019099	2009.602327173169	2009-08-08	7	south_asia	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	0.026316000000000003	0.0
A/Netherlands/761/2009	0.007074995208760662	5.468209709800654	2.67209809007746	-15.301640333884334	41bb3e2	0.007074995208760662	netherlands	-1.000088900581841e-12	0	0.0	2009-06-24	-5.499564056205427	-1.415997566103397	3.3558454136339435	-9.867599289710224	-1.9447735911458681	0.005277219783682379	10	-0.3416353281005056	2009.4818617385351	2009-06-25	7	europe	-1.000088900581841e-12	True	2009-10-01	h3n2	ha	0.000712	0.0
